cntr_01,dist_x,pang_x,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
604,0.464117,-167.684495,1.1202073253E+02,-1.3049781945E+01,360202400012055,112.0207043,-13.0499079,360,2,4,zr,623,602,664,639,1.522800E+01,1.300000E-02,6.567624E-07,1.144306E+00,1.827770E-02,1.533109E+01,1.130676E-02,1.522525E+01,1.464941E-02,1.516809E+01
605,null,null,1.9495945931E+02,4.5235423736E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
606,null,null,1.6980602082E+02,-7.0814956767E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
607,0.391737,164.657538,1.7797600068E+02,5.4766657378E+00,472211400007404,177.9760296,5.4765608,472,11,4,zr,179,162,213,181,1.508500E+01,1.500000E-02,1.424468E-06,1.363330E+00,2.010036E-02,1.512632E+01,1.048088E-02,1.507744E+01,1.139779E-02,1.495035E+01
608,7.177648,-138.613817,4.5961700035E+01,6.1304490844E+00,453211200017383,45.9603743,6.1289532,453,11,2,zr,66,58,70,62,1.792600E+01,1.250000E-01,2.399869E-06,1.090071E+01,4.036181E-01,1.957905E+01,2.279949E-01,1.799887E+01,3.100948E-02,1.701515E+01
609,0.192655,-42.217627,3.9358338513E+01,-1.2359621433E+01,350203200004191,39.3583017,-12.3595818,350,3,2,zr,347,211,387,235,1.526100E+01,1.600000E-02,3.192798E-07,1.061464E+00,1.602954E-02,1.531529E+01,9.346962E-03,1.525180E+01,1.305537E-02,1.519594E+01
610,0.089563,-36.189395,5.0411163461E+01,5.6444599213E+00,1500202200002527,50.4111487,5.6444800,1500,2,2,zr,48,48,52,52,1.515000E+01,1.300000E-02,1.963342E-07,1.161639E+00,1.275311E-02,1.519434E+01,8.818150E-03,1.515445E+01,1.125460E-02,1.513107E+01
611,null,null,3.1559326494E+02,-4.8463469186E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
612,0.129942,-77.367618,2.2741628784E+02,2.1837576006E+01,582216200006238,227.4162499,21.8375839,582,16,2,zr,418,270,456,298,1.518800E+01,1.700000E-02,5.031281E-07,1.329761E+00,1.796832E-02,1.533681E+01,1.018763E-02,1.520694E+01,1.135856E-02,1.514334E+01
613,null,null,1.7128042891E+02,-6.1698381593E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
614,null,null,3.3107771605E+02,-7.5223577169E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
615,0.154287,-76.625409,1.6080292117E+01,3.8281828786E+01,695201100000297,16.0802390,38.2818387,695,1,1,zr,700,653,770,715,1.517800E+01,1.300000E-02,2.459501E-07,1.083475E+00,1.337977E-02,1.523816E+01,8.007526E-03,1.518803E+01,1.095730E-02,1.512861E+01
616,0.224558,31.830847,3.3851123163E+02,-2.6539149596E+01,291203100002526,338.5112684,-26.5390966,291,3,1,zr,89,89,103,103,1.521400E+01,1.600000E-02,5.314513E-07,8.315442E-01,1.288882E-02,1.527208E+01,6.670952E-03,1.521336E+01,1.189396E-02,1.517610E+01
617,0.229445,119.402803,1.0929248612E+02,7.4010890290E+01,858202200004743,109.2926877,74.0108590,858,2,2,zr,488,325,557,373,1.522600E+01,1.900000E-02,6.701397E-07,1.946145E+00,1.837042E-02,1.530119E+01,1.397324E-02,1.523540E+01,1.064500E-02,1.518855E+01
618,null,null,2.1179068041E+02,-6.4446730857E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
619,0.567563,-80.710684,2.3193099216E+01,4.6082989551E+01,738206300014498,23.1928749,46.0830150,738,6,3,zr,456,427,504,468,1.513600E+01,2.400000E-02,4.686805E-07,1.118490E+00,1.891174E-02,1.517691E+01,1.228333E-02,1.512148E+01,1.628200E-02,1.505225E+01
620,0.040218,5.007537,3.2777161157E+02,4.2778893571E+01,1770208400015729,327.7716129,42.7789047,1770,8,4,zr,89,89,92,92,1.522000E+01,2.100000E-02,2.582999E-07,9.073116E-01,1.151598E-02,1.527694E+01,7.031441E-03,1.524204E+01,1.148978E-02,1.520517E+01
621,0.087398,45.702997,2.0209967620E+02,-9.1648464547E+00,373211400002475,202.0996938,-9.1648295,373,11,4,zr,109,108,207,197,1.523100E+01,1.200000E-02,3.736705E-07,1.181673E+00,1.499168E-02,1.527609E+01,8.912086E-03,1.522632E+01,1.118165E-02,1.518186E+01
622,0.124618,-48.692063,1.1096443872E+02,3.0321239850E+01,1659209300005102,110.9644086,30.3212627,1659,9,3,zr,46,46,50,50,1.530000E+01,1.500000E-02,2.515108E-07,6.907837E-01,1.018251E-02,1.534550E+01,4.641533E-03,1.531100E+01,9.961927E-03,1.528264E+01
623,0.047336,14.334659,3.1822624038E+01,3.0086538360E+01,1649210300007992,31.8226278,30.0865511,1649,10,3,zr,78,78,84,84,1.529600E+01,1.700000E-02,5.395574E-08,1.062816E+00,1.028047E-02,1.533629E+01,6.849766E-03,1.530393E+01,9.555242E-03,1.528562E+01
624,0.302831,-85.547690,3.7820416783E+01,2.8994341170E+01,605215400000010,37.8203209,28.9943477,605,15,4,zr,391,364,425,397,1.505500E+01,1.600000E-02,1.049108E-07,1.190352E+00,1.358411E-02,1.508832E+01,8.220673E-03,1.504066E+01,1.023896E-02,1.499641E+01
625,0.099806,-54.373520,6.6065312942E+01,5.2169585251E+01,778201100043877,66.0652762,52.1696014,778,1,1,zr,544,375,727,556,1.534800E+01,2.000000E-02,2.265719E-07,1.496206E+00,1.918451E-02,1.537895E+01,1.194811E-02,1.528075E+01,1.183946E-02,1.521437E+01
626,7.872364,55.079332,3.4376195609E+02,3.7079464924E+01,1733212400030035,343.7642036,37.0807167,1733,12,4,zr,0,0,81,81,1.592600E+01,9.200000E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.079820E-02,0.000000E+00
627,null,null,3.4612028621E+00,-7.1832838826E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
628,null,null,2.6801944208E+02,-3.8933590956E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
629,null,null,5.5871756571E+01,-4.5817211066E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
630,null,null,1.7730998692E+02,-4.4130320283E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
631,null,null,3.0044715750E+02,-5.0001339579E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
632,0.234000,-147.612111,3.5152725412E+02,1.6004842689E+01,1595212300014236,351.5272179,16.0047878,1595,12,3,zr,78,78,80,80,1.516300E+01,2.100000E-02,3.644431E-07,1.003891E+00,1.117754E-02,1.519309E+01,6.752491E-03,1.516500E+01,9.972442E-03,1.512771E+01
633,null,null,3.5525122418E+02,-5.4119683849E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
634,3.172226,159.097194,5.6147129815E+01,1.8431040082E+01,558208200003692,56.1474612,18.4302169,558,8,2,zr,444,444,481,481,1.506000E+01,1.300000E-02,1.211837E-06,9.231312E-01,1.154572E-02,1.509857E+01,7.213593E-03,1.505622E+01,1.158543E-02,1.500148E+01
635,0.391035,53.424155,3.5267075639E+02,5.1364122874E+01,805204400020725,352.6708961,51.3641876,805,4,4,zr,624,609,689,671,1.527200E+01,2.200000E-02,9.803480E-07,9.592431E-01,1.314996E-02,1.532461E+01,7.676125E-03,1.526351E+01,1.186417E-02,1.520925E+01
636,0.077477,-0.447690,2.1243841383E+02,4.2266804579E+01,718209200000626,212.4384136,42.2668261,718,9,2,zr,742,577,834,653,1.516700E+01,1.500000E-02,8.084479E-07,1.021015E+00,1.488428E-02,1.523265E+01,8.783340E-03,1.515930E+01,1.275415E-02,1.509762E+01
637,0.729947,-76.179555,1.3480958284E+02,3.2953361564E+01,665206100008743,134.8093482,32.9534100,665,6,1,zr,501,339,578,389,1.515300E+01,1.500000E-02,1.980693E-06,1.107481E+00,1.595466E-02,1.520520E+01,1.124096E-02,1.515520E+01,1.504842E-02,1.510388E+01
638,1.034348,175.865637,2.4285675511E+02,1.3369230871E+01,533211100002334,242.8567764,13.3689443,533,11,1,zr,224,182,248,204,1.514900E+01,2.300000E-02,3.147417E-06,9.204652E-01,1.488194E-02,1.521658E+01,6.841183E-03,1.516145E+01,1.101914E-02,1.509880E+01
639,null,null,1.8701276693E+02,-4.2604312913E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
640,0.230996,-11.313130,2.7061872289E+02,9.8865648113E-01,434214200006042,270.6187103,0.9887194,434,14,2,zr,562,547,583,566,1.529100E+01,1.600000E-02,2.598463E-07,8.428488E-01,1.309113E-02,1.536130E+01,6.720066E-03,1.529082E+01,1.182083E-02,1.525008E+01
641,0.291374,-23.633344,1.1075082520E+02,1.6284675051E+01,565202200007956,110.7507914,16.2847492,565,2,2,zr,503,442,771,706,1.519900E+01,1.800000E-02,4.277709E-07,2.800245E+00,2.702151E-02,1.532325E+01,1.874638E-02,1.523702E+01,9.925339E-03,1.512935E+01
642,null,null,1.3090840104E+02,-2.9824729096E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
643,0.247645,-26.613733,2.5272425877E+02,7.7812754498E+01,864210200005326,252.7241128,77.8128160,864,10,2,zr,617,517,672,570,1.538400E+01,1.200000E-02,5.253120E-07,1.042356E+00,1.329379E-02,1.544366E+01,7.448196E-03,1.538608E+01,1.059398E-02,1.533858E+01
644,0.165850,-14.835484,3.0596781116E+01,5.1897025666E+01,775202400003103,30.5967620,51.8970702,775,2,4,zr,606,586,656,635,1.529400E+01,1.400000E-02,1.754958E-07,2.756331E+00,2.515419E-02,1.536669E+01,2.032089E-02,1.529700E+01,1.093038E-02,1.521444E+01
645,0.074442,23.449123,3.1844082602E+02,5.9220523029E+01,1835211400011218,318.4408421,59.2205420,1835,11,4,zr,86,86,91,91,1.527800E+01,1.600000E-02,2.318360E-07,1.126939E+00,1.235498E-02,1.530485E+01,7.931709E-03,1.527728E+01,1.043495E-02,1.523756E+01
646,0.016778,-31.309808,7.7128717023E+01,1.2776192182E+00,457202400018718,77.1287146,1.2776232,457,2,4,zr,193,169,223,197,1.553000E+01,2.000000E-02,3.038359E-07,1.214588E+00,1.696288E-02,1.551103E+01,8.634567E-03,1.546614E+01,1.053988E-02,1.539274E+01
647,0.114768,-135.664243,3.4705438685E+02,6.9767186023E+00,496213400004460,347.0543644,6.9766958,496,13,4,zr,295,269,323,296,1.537300E+01,2.500000E-02,4.533446E-07,8.498982E-01,1.424649E-02,1.543035E+01,7.203102E-03,1.536700E+01,1.256541E-02,1.532350E+01
648,0.065599,66.184607,9.0786319697E+01,4.5307718942E+01,745203100004463,90.7863434,45.3077263,745,3,1,zr,363,292,383,312,1.529700E+01,1.800000E-02,3.578505E-07,1.037531E+00,1.120886E-02,1.535053E+01,7.377625E-03,1.531704E+01,1.054240E-02,1.527708E+01
649,0.102754,36.721775,1.3732597977E+01,-1.4435587878E+01,1338206400000185,13.7326156,-14.4355650,1338,6,4,zr,36,6,38,7,1.539500E+01,1.700000E-02,2.550946E-07,1.287092E+00,1.782354E-02,1.540868E+01,1.040792E-02,1.537157E+01,1.198888E-02,1.533089E+01
650,0.213213,-129.326022,1.3981085387E+02,7.7396967933E+01,860212200003889,139.8106439,77.3969304,860,12,2,zr,383,337,425,377,1.518800E+01,9.000000E-03,4.001511E-07,9.060430E-01,1.290630E-02,1.525406E+01,6.605148E-03,1.519235E+01,1.080831E-02,1.514829E+01
651,null,null,3.5145824180E+01,1.7068583539E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
652,7.014517,-34.234670,4.3245172062E+00,-1.9337075388E+01,294201200027104,4.3233555,-19.3354645,294,1,2,zr,46,45,50,49,1.980700E+01,1.110000E-01,3.304014E-06,2.578958E+00,5.699974E-01,2.040065E+01,2.144966E-01,1.983724E+01,1.233105E-01,1.804977E+01
653,0.355863,88.563075,1.7171966862E+02,5.9321175921E+01,818201200006099,171.7198623,59.3211784,818,1,2,zr,449,359,512,419,1.522300E+01,1.500000E-02,1.201814E-06,1.162665E+00,1.620486E-02,1.527358E+01,9.375572E-03,1.521651E+01,1.195549E-02,1.514474E+01
654,0.066458,51.565104,1.7771833791E+02,6.8520920724E+01,843207100004932,177.7183774,68.5209322,843,7,1,zr,571,472,622,521,1.513000E+01,1.100000E-02,6.254881E-07,1.063404E+00,1.371010E-02,1.517442E+01,7.983208E-03,1.511010E+01,1.113020E-02,1.506661E+01
655,0.131981,-73.094948,4.7779646279E+01,-2.2901630261E+01,251209200003253,47.7796082,-22.9016196,251,9,2,zr,109,108,123,122,1.538600E+01,1.200000E-02,7.714344E-07,9.934252E-01,1.451332E-02,1.541865E+01,9.146690E-03,1.537724E+01,1.365063E-02,1.535077E+01
656,null,null,2.9966120501E+02,-7.1396239713E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
657,0.246573,79.668582,2.8954744918E+02,7.2623639817E+01,866204300009289,289.5476748,72.6236521,866,4,3,zr,383,372,414,402,1.537700E+01,1.600000E-02,9.833300E-07,1.051415E+00,1.430199E-02,1.544703E+01,8.434296E-03,1.537824E+01,1.189320E-02,1.533441E+01
658,null,null,3.5441213010E+02,-4.1176310739E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
659,null,null,2.2776479789E+02,7.6896794711E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
660,0.038936,10.571068,4.2415067363E+01,6.6799476168E+01,835203100028287,42.4150724,66.7994868,835,3,1,zr,422,282,459,318,1.543700E+01,1.500000E-02,3.184591E-07,7.920109E-01,1.297373E-02,1.550034E+01,8.520126E-03,1.546161E+01,1.594920E-02,1.541237E+01
661,0.125949,-1.584984,2.9282332995E+02,-2.3463492172E+01,285211300035155,292.8233289,-23.4634572,285,11,3,zr,208,207,217,216,1.543400E+01,1.500000E-02,2.339629E-07,9.923557E-01,1.209526E-02,1.548982E+01,5.739689E-03,1.544539E+01,8.575214E-03,1.536955E+01
662,0.605841,-141.660558,1.0950718843E+02,4.5797270998E+01,1746210200001827,109.5070387,45.7971390,1746,10,2,zr,51,51,55,55,1.526100E+01,1.600000E-02,2.354624E-07,9.477984E-01,1.222801E-02,1.530299E+01,6.565094E-03,1.527423E+01,1.026949E-02,1.524407E+01
663,0.185959,150.505801,4.7729342290E+01,9.8234386611E+00,1500212100001103,47.7293681,9.8233937,1500,12,1,zr,46,46,52,52,1.546700E+01,1.300000E-02,2.857209E-07,3.733495E+00,3.117407E-02,1.554218E+01,2.703667E-02,1.547203E+01,1.073647E-02,1.542118E+01
664,0.195870,71.310202,3.2994620722E+02,2.9611289765E+01,644215100004882,329.9462665,29.6113072,644,15,1,zr,787,332,836,363,1.547400E+01,1.700000E-02,7.707773E-07,9.454165E-01,1.243755E-02,1.552907E+01,7.319450E-03,1.547516E+01,1.147835E-02,1.542110E+01
665,null,null,1.6094401606E+02,-3.9110210258E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
666,0.074218,-12.547854,3.2971900696E+02,2.5534401276E+01,1641215200013007,329.7190020,25.5344214,1641,15,2,zr,81,81,87,87,1.546900E+01,2.000000E-02,2.331594E-07,9.277105E-01,1.140123E-02,1.550520E+01,6.229401E-03,1.547200E+01,9.955378E-03,1.544625E+01
667,0.071816,-54.961280,1.2149297579E+02,4.1158737847E+01,1747201300000812,121.4929541,41.1587493,1747,1,3,zr,49,49,54,54,1.547600E+01,1.300000E-02,3.403283E-07,1.908489E+00,1.941638E-02,1.555018E+01,1.452541E-02,1.549370E+01,1.128399E-02,1.544440E+01
668,0.555106,-40.746155,2.4270848405E+02,-2.5220587920E+01,278207400000264,242.7083728,-25.2204711,278,7,4,zr,62,62,68,68,1.529700E+01,1.700000E-02,1.809121E-07,1.153784E+00,1.564174E-02,1.533928E+01,9.326458E-03,1.530433E+01,1.198440E-02,1.525888E+01
669,0.170293,-5.092681,2.4295433111E+02,4.3271113831E+00,481205100001507,242.9543269,4.3271585,481,5,1,zr,153,130,174,149,1.547800E+01,1.500000E-02,6.742018E-07,1.181393E+00,1.613418E-02,1.551677E+01,9.123802E-03,1.547267E+01,1.145000E-02,1.542344E+01
670,null,null,1.9782179094E+02,-3.0433038529E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
671,0.059577,44.699075,2.3907833550E+02,2.1398396837E+01,583214400003656,239.0783480,21.3984086,583,14,4,zr,416,311,456,342,1.544700E+01,1.400000E-02,1.265345E-06,1.165744E+00,1.446380E-02,1.550028E+01,9.396076E-03,1.545179E+01,1.194998E-02,1.540148E+01
672,0.352992,-131.635623,2.3220618571E+02,-1.4828347542E+00,429212100019986,232.2061124,-1.4828999,429,12,1,zr,310,174,340,198,1.497700E+01,5.400000E-02,1.461717E-06,2.826216E+00,2.772584E-02,1.504767E+01,1.766491E-02,1.496954E+01,9.266807E-03,1.487701E+01
673,0.329908,170.142732,2.7581339849E+02,1.7110454988E+01,1584211100002167,275.8134149,17.1103647,1584,11,1,zr,42,10,45,12,1.543300E+01,1.900000E-02,7.185818E-07,7.050881E-01,1.230666E-02,1.547929E+01,5.155563E-03,1.545181E+01,1.084069E-02,1.540743E+01
674,0.141090,81.486285,3.8615926798E+01,-4.9086828022E+00,401202100002686,38.6159657,-4.9086770,401,2,1,zr,292,222,333,254,1.586900E+01,1.800000E-02,3.400696E-07,5.068469E+00,6.776910E-02,1.605590E+01,4.803991E-02,1.592569E+01,1.405236E-02,1.575415E+01
675,0.124743,-172.632700,2.8049111319E+02,5.3638110565E+01,798206300015816,280.4911057,53.6380762,798,6,3,zr,1006,851,1109,954,1.544900E+01,1.900000E-02,9.872343E-07,1.048517E+00,1.533166E-02,1.551164E+01,9.684563E-03,1.545647E+01,1.369394E-02,1.540042E+01
676,null,null,3.3924993360E+02,-5.4378429797E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
677,0.382226,98.348470,1.7347542007E+01,3.7545919916E+01,696204400000968,17.3476745,37.5459045,696,4,4,zr,577,416,643,461,1.548900E+01,2.100000E-02,4.640188E-07,1.041299E+00,1.457005E-02,1.554391E+01,8.527756E-03,1.549023E+01,1.214180E-02,1.541858E+01
678,0.207051,-66.945901,1.3567739496E+02,3.1345376777E+01,1663212100038133,135.6773330,31.3453993,1663,12,1,zr,46,38,51,42,1.529200E+01,2.200000E-02,9.082132E-07,2.514797E+00,1.621220E-01,1.620327E+01,2.001476E-02,1.530748E+01,1.179972E-02,1.527568E+01
679,0.507581,-144.372189,9.7660329087E+01,-2.0981216969E+00,410212400036729,97.6602469,-2.0982363,410,12,4,zr,332,310,349,326,1.524000E+01,1.600000E-02,4.460639E-07,9.774747E-01,1.065591E-02,1.527893E+01,6.234646E-03,1.523008E+01,9.456497E-03,1.516608E+01
680,null,null,2.1457685691E+02,-8.1014261098E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
681,null,null,7.1923421159E+00,-4.8512483646E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
682,0.158046,-2.652565,2.4489859093E+02,-1.1116101546E+00,430209100004089,244.8985889,-1.1115663,430,9,1,zr,296,183,371,228,1.545000E+01,1.700000E-02,2.753718E-07,9.060038E-01,1.382731E-02,1.552831E+01,8.017540E-03,1.548278E+01,1.312004E-02,1.544449E+01
683,0.049288,20.570637,2.5405924952E+02,-2.6527781618E+01,279201100017088,254.0592549,-26.5277688,279,1,1,zr,380,368,389,377,1.557700E+01,2.300000E-02,1.421038E-07,6.672619E-01,1.369674E-02,1.553387E+01,7.709503E-03,1.548651E+01,1.712987E-02,1.539394E+01
684,null,null,2.2273795008E+02,-7.8477836991E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
685,0.059979,-65.611815,8.0000235494E+01,3.6568390720E+01,1701206200007945,80.0002166,36.5683976,1701,6,2,zr,75,75,76,76,1.554100E+01,1.500000E-02,1.110301E-07,1.024110E+00,1.203040E-02,1.557539E+01,7.919312E-03,1.554328E+01,1.146476E-02,1.552189E+01
686,0.034657,-49.565769,6.4219383550E+01,-4.4568276439E+00,405207400008647,64.2193762,-4.4568214,405,7,4,zr,223,191,245,211,1.542200E+01,1.600000E-02,4.931037E-07,1.589280E+00,1.759142E-02,1.545842E+01,1.127243E-02,1.540526E+01,1.051577E-02,1.535965E+01
687,null,null,1.9538056945E+02,-7.2579977330E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
688,0.074726,-108.925138,2.9990355064E+02,4.0799852432E+01,1767204400025024,299.9035247,40.7998457,1767,4,4,zr,73,73,77,77,1.524300E+01,2.100000E-02,6.187601E-07,8.376153E-01,1.460685E-02,1.525512E+01,8.153915E-03,1.522867E+01,1.443264E-02,1.517132E+01
689,null,null,1.1570894490E+02,-3.0461293823E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
690,0.194685,108.041046,5.7146367880E+01,5.1838508748E+01,1780212300009702,57.1464511,51.8384920,1780,12,3,zr,75,75,78,78,1.549200E+01,1.400000E-02,1.205489E-07,9.224848E-01,1.188383E-02,1.550986E+01,7.611275E-03,1.548532E+01,1.223270E-02,1.543964E+01
691,0.011751,27.239807,1.2940560588E+02,4.9874331998E+01,1787208300003159,129.4056082,49.8743349,1787,8,3,zr,43,43,52,52,1.557400E+01,1.900000E-02,4.391076E-07,1.300848E+00,1.621440E-02,1.563095E+01,1.001930E-02,1.558130E+01,1.141918E-02,1.555263E+01
692,null,null,1.2287134216E+02,-4.3375333717E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
693,0.575671,-10.175425,2.6464839694E+02,4.1876131507E+01,724209200005401,264.6483590,41.8762889,724,9,2,zr,1242,856,1317,909,1.549800E+01,1.900000E-02,1.261823E-06,1.097113E+00,1.318878E-02,1.556245E+01,8.253098E-03,1.550532E+01,1.115295E-02,1.545373E+01
694,null,null,2.6952498797E+02,-6.0701957069E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
695,0.096699,116.998369,1.3605560774E+02,-2.8756426061E+00,415206200001484,136.0556317,-2.8756548,415,6,2,zr,182,158,211,183,1.559500E+01,1.300000E-02,7.228573E-07,1.136514E+00,1.755115E-02,1.564695E+01,1.084709E-02,1.559107E+01,1.415020E-02,1.554875E+01
696,0.166758,-11.300334,2.6794064847E+02,3.8337797976E+01,725203200002660,267.9406369,38.3378434,725,3,2,zr,1017,873,1074,929,1.563900E+01,2.100000E-02,5.093649E-07,9.588429E-01,1.289559E-02,1.571171E+01,7.048607E-03,1.562597E+01,1.089883E-02,1.556778E+01
697,null,null,1.8691814098E+02,-4.5066329938E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
698,0.104713,104.223690,3.2079709657E+02,1.9072282547E+01,1640204300030613,320.7971264,19.0722754,1640,4,3,zr,61,61,67,67,1.531000E+01,2.600000E-02,4.812929E-07,1.158437E+00,1.541693E-02,1.539084E+01,9.774208E-03,1.533911E+01,1.250930E-02,1.531571E+01
699,null,null,2.6259655190E+02,-5.7923401549E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
700,0.006784,-165.766087,3.0202289050E+02,4.8317384626E+01,1803202300007150,302.0228898,48.3173828,1803,2,3,zr,76,76,81,81,1.547600E+01,1.700000E-02,2.355989E-07,1.015512E+00,1.152265E-02,1.551468E+01,7.235527E-03,1.549335E+01,1.056354E-02,1.546093E+01
701,0.101473,-136.399871,2.9909520672E+02,6.4232744212E+01,828215400014475,299.0951620,64.2327238,828,15,4,zr,894,748,940,793,1.550200E+01,2.100000E-02,5.095629E-07,1.024136E+00,1.259257E-02,1.554469E+01,7.794380E-03,1.548847E+01,1.128360E-02,1.543102E+01
702,null,null,1.5809671015E+02,-4.1352787865E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
703,0.229584,-48.189145,1.5146416408E+02,-2.5714403159E+00,1462202400003847,151.4641165,-2.5713978,1462,2,4,zr,26,7,56,9,1.551300E+01,8.000000E-03,9.139285E-07,1.356236E+00,1.570007E-02,1.555639E+01,8.727074E-03,1.551026E+01,9.540200E-03,1.549543E+01
704,null,null,2.6726025917E+02,-3.4548803054E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
705,1.063987,68.139001,3.5582265608E+02,4.2929098450E+01,735214300035243,355.8230307,42.9292085,735,14,3,zr,678,550,743,602,1.324600E+01,2.400000E-02,2.873417E-07,1.851566E+00,2.667953E-02,1.328843E+01,1.444292E-02,1.323262E+01,1.156485E-02,1.309913E+01
706,0.949500,-84.512832,1.5045412521E+02,1.4689990880E+01,1566206200004512,150.4538538,14.6900161,1566,6,2,zr,35,27,45,35,1.530700E+01,1.500000E-02,1.637947E-06,7.974098E-01,1.446507E-02,1.533286E+01,6.793976E-03,1.529902E+01,1.263183E-02,1.527384E+01
707,null,null,2.6312383672E+02,-4.4754094942E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
708,0.149242,-72.211375,2.8128820272E+02,6.8376282635E+01,849207400000132,281.2880956,68.3762953,849,7,4,zr,387,357,436,403,1.564100E+01,1.600000E-02,6.229827E-07,1.342074E+00,1.605176E-02,1.575105E+01,9.492874E-03,1.563383E+01,1.048686E-02,1.558943E+01
709,0.019419,-17.747090,2.9847352327E+02,3.3331803863E+01,1727202400040573,298.4735213,33.3318090,1727,2,4,zr,55,55,58,58,1.553600E+01,1.800000E-02,1.098362E-06,6.371839E-01,1.084195E-02,1.555019E+01,6.618500E-03,1.551907E+01,1.539993E-02,1.549951E+01
710,0.349986,-77.758207,1.9748908992E+02,3.5163206786E+01,1715206300008727,197.4889737,35.1632274,1715,6,3,zr,21,15,26,20,1.543900E+01,1.500000E-02,7.345198E-07,1.344093E+00,2.639610E-02,1.549639E+01,1.256752E-02,1.541935E+01,1.386259E-02,1.535991E+01
711,0.974811,-110.893831,3.4860340454E+02,-6.5473891295E+00,394216100003518,348.6031499,-6.5474857,394,16,1,zr,178,152,199,172,1.536000E+01,1.400000E-02,2.904819E-06,1.048541E+00,1.515534E-02,1.545122E+01,8.292675E-03,1.535758E+01,1.172555E-02,1.531981E+01
712,0.076229,15.789341,1.6897370946E+02,4.1049738624E+01,1753204300001096,168.9737171,41.0497590,1753,4,3,zr,32,22,50,33,1.558500E+01,2.200000E-02,6.753557E-07,1.072226E+00,2.031559E-02,1.564441E+01,1.078129E-02,1.557578E+01,1.490762E-02,1.553510E+01
713,0.088801,22.407955,3.1004695658E+02,-3.2791164045E+00,440208100011711,310.0469660,-3.2790936,440,8,1,zr,353,189,376,208,1.553300E+01,2.400000E-02,4.313170E-07,1.000494E+00,1.399663E-02,1.561755E+01,7.593155E-03,1.554843E+01,1.125206E-02,1.550961E+01
714,null,null,1.1336056651E+02,-4.4890458360E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
715,null,null,3.3066163707E+02,-2.8161794684E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
